,Game_no,End_board,Black_score,Winner,Move_record
0,11,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', 'Black', 'White', 'White', 'White', 'White', 'White', 'White', '?', '?', 'Black', 'Black', 'Black', 'White', 'White', 'White', 'White', 'White', '?', '?', 'Black', 'Black', 'White', 'Black', 'White', 'Black', 'Black', 'White', '?', '?', 'Black', 'Black', 'White', 'Black', 'Black', 'Black', 'White', 'White', '?', '?', 'Black', 'Black', 'White', 'Black', 'Black', 'Black', 'White', 'White', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', 'White', 'Black', 'White', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', '.', '?', '?', 'White', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",15,Corner_Bot Black,"[65, 66, 67, 46, 56, 76, 87, 63, 36, 75, 64, 68, 77, 88, 72, 26, 57, 81, 74, 58, 48, 38, 52, 62, 34, 33, 43, 53, 42, 35, 16, 37, 82, 84, 86, 47, 85, 73, 32, 61, 71, 31, 41, 25, 23, 13, 83, 24, 14, 15, 51, 17, 28, 18, 27, 21, 11, 22, 12, None]"
0,12,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', 'White', 'Black', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', 'White', 'White', 'Black', '?', '?', 'Black', 'White', 'Black', 'White', 'White', 'Black', 'White', 'Black', '?', '?', 'Black', 'Black', 'White', 'White', 'Black', 'White', 'White', 'Black', '?', '?', 'Black', 'Black', 'White', 'Black', 'Black', 'White', 'White', 'Black', '?', '?', 'Black', 'Black', 'Black', 'White', 'Black', 'White', 'Black', 'Black', '?', '?', 'Black', 'Black', 'White', 'Black', 'Black', 'Black', 'Black', 'Black', '?', '?', 'White', 'White', 'White', 'White', 'Black', 'White', 'White', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",16,Corner_Bot Black,"[65, 66, 67, 46, 56, 76, 87, 63, 36, 75, 64, 68, 77, 88, 72, 26, 57, 81, 74, 58, 48, 38, 52, 62, 34, 33, 43, 53, 42, 35, 24, 23, 82, 84, 12, 47, 73, 32, 37, 61, 31, 13, 14, 25, 16, 41, 51, 21, 15, 22, 11, 28, 71, 27, 18, 83, 78, 86, 85, 17, None]"
0,13,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'White', 'White', 'White', 'White', 'White', 'White', 'White', 'White', '?', '?', 'White', 'White', 'White', 'White', 'White', 'White', 'White', 'White', '?', '?', 'White', 'White', 'Black', 'White', 'Black', 'Black', 'White', 'White', '?', '?', 'White', 'White', 'White', 'Black', 'White', 'White', 'Black', 'White', '?', '?', 'White', 'White', 'Black', 'Black', 'White', 'Black', 'Black', 'White', '?', '?', 'White', 'Black', 'White', 'Black', 'White', 'Black', 'White', 'White', '?', '?', 'White', 'White', 'White', 'White', 'Black', 'Black', 'Black', 'White', '?', '?', 'White', 'White', 'White', 'White', 'White', 'Black', 'Black', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",-30,Cleric White,"[65, 66, 67, 46, 56, 76, 87, 63, 36, 75, 64, 68, 77, 88, 72, 26, 57, 81, 74, 58, 48, 38, 52, 62, 34, 33, 43, 53, 42, 35, 23, 13, 82, 84, 73, 31, 37, 24, 41, 61, 32, 51, 14, 25, 17, 16, 47, 18, 71, 15, 27, 78, 21, 11, 22, 85, 86, 83, None, 12, None, 28, None]"
0,14,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'White', 'Black', 'White', 'White', 'White', 'White', 'White', 'White', '?', '?', 'White', 'White', 'White', 'White', 'White', 'White', 'White', 'White', '?', '?', 'White', 'White', 'White', 'White', 'White', 'White', 'White', 'White', '?', '?', 'White', 'Black', 'White', 'White', 'White', 'White', 'White', 'White', '?', '?', 'White', 'Black', 'White', 'White', 'White', 'White', 'White', 'White', '?', '?', 'White', 'Black', 'White', 'White', 'Black', 'White', 'White', 'White', '?', '?', 'White', 'White', 'White', 'White', 'White', 'White', 'White', 'White', '?', '?', 'White', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",-42,Cleric White,"[65, 66, 67, 46, 56, 76, 87, 63, 36, 75, 64, 68, 77, 88, 72, 26, 57, 81, 74, 58, 48, 38, 52, 62, 34, 33, 43, 53, 42, 35, 16, 37, 82, 84, 86, 47, 85, 73, 32, 61, 71, 31, 51, 41, 28, 18, 23, 13, 27, 24, 25, 14, 15, 17, 83, 78, 22, 11, 12, 21, None]"
0,15,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', 'White', 'Black', '?', '?', 'White', 'White', 'White', 'White', 'White', 'White', 'White', 'Black', '?', '?', 'White', 'White', 'Black', 'Black', 'White', 'Black', 'White', 'Black', '?', '?', 'White', 'White', 'Black', 'Black', 'Black', 'Black', 'White', 'Black', '?', '?', 'White', 'White', 'White', 'Black', 'Black', 'White', 'White', 'Black', '?', '?', 'White', 'White', 'Black', 'White', 'White', 'White', 'Black', 'Black', '?', '?', 'White', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', '?', '?', 'White', 'White', 'White', 'White', 'White', 'White', 'White', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",-4,Cleric White,"[65, 66, 67, 46, 56, 76, 87, 63, 36, 75, 64, 68, 77, 88, 72, 26, 57, 81, 74, 58, 48, 38, 52, 62, 34, 33, 43, 53, 42, 35, 61, 73, 71, 31, 47, 84, 85, 83, 37, 32, 25, 14, 23, 13, 16, 24, 41, 51, 82, 15, 12, 27, 18, 22, 11, 86, 78, 21, 28, 17, None]"
0,16,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'White', 'White', 'White', 'White', 'White', 'White', 'White', 'White', '?', '?', 'White', 'Black', 'White', 'Black', 'White', 'White', 'White', 'White', '?', '?', 'White', 'Black', 'Black', 'Black', 'White', 'White', 'White', 'White', '?', '?', 'White', 'White', 'Black', 'White', 'White', 'White', 'White', 'White', '?', '?', 'White', 'White', 'White', 'Black', 'White', 'White', 'Black', 'White', '?', '?', 'White', 'White', 'White', 'White', 'White', 'White', 'White', 'White', '?', '?', 'White', 'White', 'White', 'White', 'White', 'White', 'White', 'White', '?', '?', 'White', 'White', 'White', 'White', 'White', 'White', 'White', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",-48,Cleric White,"[65, 66, 67, 46, 56, 76, 87, 63, 36, 75, 64, 68, 77, 88, 72, 26, 57, 81, 74, 58, 48, 38, 52, 62, 34, 33, 43, 53, 42, 35, 61, 73, 24, 23, 82, 84, 32, 31, 16, 37, 12, 47, 85, 13, 14, 83, 51, 15, 17, 11, 22, 18, 27, 25, None, 41, 21, 71, None, 86, None, 78, None, 28, None]"
0,17,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'White', 'Black', 'White', 'White', 'White', 'White', 'White', 'White', '?', '?', 'White', 'White', 'White', 'White', 'White', 'White', 'White', 'White', '?', '?', 'White', 'Black', 'White', 'Black', 'Black', 'Black', 'White', 'White', '?', '?', 'White', 'White', 'White', 'White', 'Black', 'White', 'White', 'White', '?', '?', 'White', 'White', 'White', 'Black', 'White', 'Black', 'White', 'White', '?', '?', 'White', 'Black', 'Black', 'White', 'Black', 'White', 'Black', 'White', '?', '?', 'White', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', '?', '?', 'White', 'White', 'White', 'White', 'White', 'White', 'White', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",-26,Cleric White,"[65, 66, 67, 46, 56, 76, 87, 63, 36, 75, 64, 68, 77, 88, 72, 26, 57, 81, 74, 58, 48, 38, 52, 62, 34, 33, 43, 53, 42, 35, 61, 73, 71, 31, 25, 83, 41, 84, 85, 32, 82, 16, 24, 13, 21, 23, 15, 14, 37, 47, 17, 18, 27, 51, 22, 11, 12, 86, 78, 28, None]"
0,18,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'White', 'White', 'White', 'White', 'White', 'White', 'White', 'White', '?', '?', 'White', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', 'White', '?', '?', 'White', 'Black', 'Black', 'White', 'White', 'White', 'Black', 'White', '?', '?', 'White', 'Black', 'Black', 'White', 'White', 'Black', 'Black', 'White', '?', '?', 'White', 'White', 'White', 'White', 'Black', 'Black', 'Black', 'White', '?', '?', 'White', 'White', 'Black', 'White', 'Black', 'White', 'Black', 'White', '?', '?', 'White', 'White', 'White', 'White', 'White', 'White', 'White', 'White', '?', '?', 'White', 'White', 'White', 'White', 'White', 'White', 'White', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",-26,Cleric White,"[65, 66, 67, 46, 56, 76, 87, 63, 36, 75, 64, 68, 77, 88, 72, 26, 57, 81, 74, 58, 48, 38, 52, 62, 34, 33, 43, 53, 42, 35, 61, 73, 24, 23, 82, 84, 13, 32, 83, 31, 85, 25, 41, 37, 16, 14, 15, 47, 21, 51, 28, 11, 78, 18, None, 27, 17, 12, 22, 86, None, 71, None]"
0,19,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'White', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', '?', '?', 'Black', 'Black', 'White', 'Black', 'White', 'Black', 'Black', 'Black', '?', '?', 'Black', 'Black', 'White', 'White', 'Black', 'Black', 'Black', 'Black', '?', '?', 'Black', 'Black', 'White', 'Black', 'White', 'Black', 'Black', 'Black', '?', '?', 'Black', 'Black', 'Black', 'White', 'Black', 'White', 'Black', 'Black', '?', '?', 'Black', 'Black', 'White', 'Black', 'Black', 'Black', 'Black', 'Black', '?', '?', 'White', 'White', 'White', 'White', 'White', 'White', 'White', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",28,Corner_Bot Black,"[65, 66, 67, 46, 56, 76, 87, 63, 36, 75, 64, 68, 77, 88, 72, 26, 57, 81, 74, 58, 48, 38, 52, 62, 34, 33, 43, 53, 42, 35, 24, 23, 82, 84, 32, 31, 83, 13, 47, 61, 85, 37, 41, 73, 71, 51, 25, 16, 14, 15, 22, 11, 21, 27, 18, 86, 78, 17, 12, None, 28, None]"
0,20,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'White', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', '?', '?', 'White', 'White', 'Black', 'White', 'White', 'White', 'White', 'Black', '?', '?', 'White', 'Black', 'White', 'Black', 'Black', 'White', 'White', 'Black', '?', '?', 'White', 'Black', 'White', 'White', 'Black', 'White', 'White', 'Black', '?', '?', 'White', 'Black', 'White', 'White', 'White', 'Black', 'White', 'Black', '?', '?', 'White', 'Black', 'White', 'White', 'White', 'White', 'Black', 'Black', '?', '?', 'White', 'Black', 'Black', 'White', 'White', 'Black', 'White', 'Black', '?', '?', 'White', 'White', 'White', 'White', 'White', 'Black', 'Black', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",-8,Cleric White,"[65, 66, 67, 46, 56, 76, 87, 63, 36, 75, 64, 68, 77, 88, 72, 26, 57, 81, 74, 58, 48, 38, 52, 62, 34, 33, 43, 53, 42, 35, 61, 73, 71, 83, 24, 23, 84, 13, 37, 31, 41, 47, 32, 25, 15, 16, 17, 14, 12, 51, 82, 85, 78, 21, 86, 28, 18, 27, 22, 11, None]"
0,21,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', 'White', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', '?', '?', 'Black', 'White', 'White', 'Black', 'White', 'White', 'Black', 'White', '?', '?', 'Black', 'Black', 'White', 'White', 'White', 'White', 'Black', 'White', '?', '?', 'Black', 'White', 'Black', 'White', 'White', 'White', 'Black', 'White', '?', '?', 'Black', 'Black', 'White', 'Black', 'White', 'Black', 'White', 'White', '?', '?', 'Black', 'Black', 'White', 'White', 'White', 'White', 'White', 'White', '?', '?', 'White', 'White', 'White', 'White', 'White', 'Black', 'Black', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",0,Tie,"[65, 66, 67, 46, 56, 76, 87, 63, 36, 75, 64, 68, 77, 88, 72, 26, 57, 81, 74, 58, 48, 38, 52, 62, 34, 33, 43, 53, 42, 35, 24, 23, 82, 84, 25, 13, 17, 31, 73, 61, 32, 51, 41, 16, 15, 85, 47, 37, 71, 14, 12, 83, 86, 21, 11, 22, 27, 18, 28, 78, None]"
0,22,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'White', 'Black', 'White', 'White', 'White', 'White', 'White', 'White', '?', '?', 'White', 'Black', 'Black', 'White', 'White', 'White', 'White', 'White', '?', '?', 'White', 'Black', 'White', 'White', 'White', 'White', 'White', 'White', '?', '?', 'White', 'White', 'Black', 'White', 'Black', 'White', 'White', 'White', '?', '?', 'White', 'White', 'White', 'Black', 'White', 'Black', 'Black', 'White', '?', '?', 'White', 'White', 'Black', 'White', 'Black', 'White', 'Black', 'White', '?', '?', 'White', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', '?', '?', 'White', 'White', 'White', 'White', 'White', 'White', 'White', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",-26,Cleric White,"[65, 66, 67, 46, 56, 76, 87, 63, 36, 75, 64, 68, 77, 88, 72, 26, 57, 81, 74, 58, 48, 38, 52, 62, 34, 33, 43, 53, 42, 35, 61, 73, 47, 83, 82, 84, 25, 15, 24, 32, 21, 13, 17, 16, 85, 18, 23, 31, 41, 37, 27, 14, 22, 11, 12, 51, None, 71, None, 86, 78, 28, None]"
0,23,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'White', 'White', 'White', 'Black', 'White', 'White', 'White', 'White', '?', '?', 'White', 'White', 'Black', 'Black', 'Black', 'White', 'White', 'Black', '?', '?', 'White', 'White', 'Black', 'Black', 'Black', 'Black', 'White', 'Black', '?', '?', 'White', 'White', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', '?', '?', 'White', 'White', 'Black', 'Black', 'Black', 'Black', 'White', 'Black', '?', '?', 'White', 'Black', 'White', 'Black', 'Black', 'Black', 'Black', 'Black', '?', '?', 'White', 'Black', 'Black', 'White', 'Black', 'Black', 'Black', 'Black', '?', '?', 'White', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",14,Corner_Bot Black,"[65, 66, 67, 46, 56, 76, 87, 63, 36, 75, 64, 68, 77, 88, 72, 26, 57, 81, 74, 58, 48, 38, 52, 62, 34, 33, 43, 53, 42, 35, 24, 23, 82, 84, 32, 31, 83, 13, 47, 61, 51, 41, 73, 85, 86, 37, 25, 16, 17, 18, 71, 15, 78, None, 28, 27, 14, None, 21, 11, 22, 12, None]"
