,Game_no,End_board,Black_score,Winner,Move_record
0,11,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'White', 'White', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', '?', '?', 'Black', 'White', 'Black', 'Black', 'Black', 'White', 'White', 'Black', '?', '?', 'Black', 'White', 'White', 'White', 'White', 'Black', 'White', 'White', '?', '?', 'Black', 'White', 'Black', 'White', 'White', 'Black', 'White', 'White', '?', '?', 'Black', 'Black', 'White', 'White', 'White', 'White', 'White', 'White', '?', '?', 'Black', 'Black', 'Black', 'White', 'White', 'White', 'White', 'White', '?', '?', 'Black', 'Black', 'Black', 'White', 'White', 'White', 'White', 'White', '?', '?', 'Black', 'Black', 'Black', 'White', 'White', 'White', 'White', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",-10,Corner Bot White,"[56, 66, 65, 64, 77, 88, 53, 35, 76, 75, 87, 67, 86, 85, 46, 63, 43, 42, 78, 68, 73, 72, 81, 57, 58, 48, 74, 82, 83, 84, 41, 71, 62, 52, 37, 61, 51, 36, 47, 38, 28, 33, 34, 27, 32, 25, 18, 24, 26, 31, 23, 22, 21, 17, 16, 15, 14, 12, 13, 11, None]"
0,12,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'White', 'White', 'White', 'White', 'White', 'White', 'White', 'White', '?', '?', 'White', 'White', 'White', 'White', 'Black', 'Black', 'White', 'White', '?', '?', 'Black', 'Black', 'White', 'Black', 'Black', 'White', 'White', 'White', '?', '?', 'Black', 'Black', 'White', 'Black', 'White', 'White', 'White', 'White', '?', '?', 'Black', 'Black', 'White', 'White', 'Black', 'White', 'White', 'White', '?', '?', 'Black', 'White', 'Black', 'White', 'White', 'White', 'White', 'White', '?', '?', 'Black', 'White', 'White', 'White', 'White', 'White', 'White', 'White', '?', '?', 'Black', 'White', 'White', 'White', 'White', 'White', 'White', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",-32,Corner Bot White,"[56, 66, 65, 64, 77, 88, 53, 35, 76, 75, 87, 67, 86, 85, 46, 63, 43, 42, 78, 68, 73, 72, 81, 57, 58, 82, 84, 83, 74, 52, 61, 71, 62, 51, 41, 48, 47, 38, 25, 37, 28, 36, 27, 34, 33, 32, 26, 24, 14, 23, 22, 18, 31, 15, 16, 21, 12, 11, 17, 13, None]"
0,13,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'White', 'White', 'White', 'White', 'White', 'White', 'White', 'White', '?', '?', 'White', 'White', 'Black', 'Black', 'Black', 'White', 'White', 'Black', '?', '?', 'Black', 'Black', 'White', 'Black', 'White', 'White', 'White', 'White', '?', '?', 'Black', 'White', 'White', 'Black', 'Black', 'White', 'White', 'White', '?', '?', 'Black', 'White', 'Black', 'Black', 'White', 'White', 'White', 'White', '?', '?', 'Black', 'White', 'Black', 'White', 'White', 'White', 'White', 'White', '?', '?', 'Black', 'Black', 'White', 'White', 'White', 'White', 'White', 'White', '?', '?', 'Black', 'White', 'White', 'White', 'White', 'White', 'White', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",-28,Corner Bot White,"[56, 66, 65, 64, 77, 88, 53, 35, 76, 75, 87, 67, 86, 85, 46, 63, 43, 42, 78, 68, 73, 72, 81, 57, 74, 71, 84, 52, 83, 82, 58, 47, 61, 62, 51, 41, 48, 37, 33, 38, 34, 25, 32, 21, 31, 36, 27, 26, 24, 18, 28, 22, 23, 17, 12, 16, 15, 13, 14, 11, None]"
0,14,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'White', 'White', 'White', 'White', 'White', 'White', 'White', 'White', '?', '?', 'Black', 'White', 'Black', 'Black', 'Black', 'White', 'White', 'White', '?', '?', 'Black', 'Black', 'White', 'Black', 'White', 'Black', 'White', 'White', '?', '?', 'Black', 'Black', 'White', 'White', 'White', 'Black', 'White', 'White', '?', '?', 'Black', 'White', 'White', 'Black', 'White', 'White', 'White', 'White', '?', '?', 'Black', 'White', 'Black', 'Black', 'White', 'White', 'White', 'White', '?', '?', 'Black', 'Black', 'Black', 'Black', 'White', 'White', 'White', 'White', '?', '?', 'Black', 'Black', 'Black', 'White', 'White', 'White', 'White', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",-18,Corner Bot White,"[56, 66, 65, 64, 77, 88, 53, 35, 76, 75, 87, 67, 86, 85, 46, 63, 43, 42, 78, 68, 73, 72, 81, 57, 41, 52, 62, 82, 83, 71, 61, 51, 37, 84, 74, 36, 47, 38, 28, 58, 48, 34, 27, 31, 33, 25, 21, 32, 26, 18, 23, 22, 24, 17, 16, 15, 12, 13, 14, 11, None]"
0,15,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'White', 'White', 'White', 'White', 'White', 'White', 'White', 'White', '?', '?', 'Black', 'White', 'Black', 'White', 'White', 'White', 'White', 'White', '?', '?', 'Black', 'Black', 'White', 'White', 'White', 'White', 'Black', 'White', '?', '?', 'Black', 'White', 'Black', 'White', 'White', 'White', 'White', 'White', '?', '?', 'Black', 'White', 'Black', 'White', 'White', 'White', 'White', 'White', '?', '?', 'Black', 'Black', 'Black', 'White', 'White', 'White', 'White', 'White', '?', '?', 'Black', 'Black', 'Black', 'White', 'White', 'White', 'White', 'White', '?', '?', 'Black', 'Black', 'Black', 'White', 'White', 'White', 'White', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",-28,Corner Bot White,"[56, 66, 65, 64, 77, 88, 53, 35, 76, 75, 87, 67, 86, 85, 46, 63, 43, 42, 78, 68, 73, 72, 81, 57, 74, 71, 83, 36, 62, 84, 82, 52, 61, 51, 58, 48, 47, 38, 41, 37, 27, 34, 28, 32, 33, 31, 21, 24, 26, 18, 25, 23, 22, 14, 15, 13, 12, 17, None, 16, None, 11, None]"
0,16,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'White', 'White', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', '?', '?', 'Black', 'White', 'White', 'White', 'Black', 'Black', 'Black', 'White', '?', '?', 'Black', 'Black', 'White', 'White', 'Black', 'Black', 'White', 'White', '?', '?', 'Black', 'Black', 'Black', 'White', 'White', 'White', 'White', 'White', '?', '?', 'Black', 'Black', 'White', 'Black', 'White', 'White', 'White', 'White', '?', '?', 'Black', 'Black', 'Black', 'White', 'Black', 'White', 'White', 'White', '?', '?', 'Black', 'Black', 'White', 'Black', 'White', 'White', 'White', 'White', '?', '?', 'Black', 'Black', 'Black', 'Black', 'White', 'White', 'White', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",-2,Corner Bot White,"[56, 66, 65, 64, 77, 88, 53, 35, 76, 75, 87, 67, 86, 85, 46, 63, 43, 42, 78, 68, 73, 72, 81, 57, 58, 82, 83, 48, 74, 71, 84, 62, 61, 47, 52, 51, 41, 34, 38, 37, 36, 33, 26, 31, 21, 25, 27, 28, 24, 23, 32, 22, 17, 15, 13, 14, 16, 11, 18, 12, None]"
0,17,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', 'Black', 'White', 'White', 'White', 'White', 'White', 'Black', '?', '?', 'Black', 'Black', 'Black', 'White', 'White', 'White', 'White', 'White', '?', '?', 'Black', 'Black', 'White', 'Black', 'White', 'White', 'White', 'White', '?', '?', 'Black', 'Black', 'Black', 'White', 'Black', 'White', 'White', 'White', '?', '?', 'Black', 'Black', 'White', 'Black', 'White', 'White', 'White', 'White', '?', '?', 'Black', 'White', 'Black', 'White', 'White', 'White', 'White', 'White', '?', '?', 'Black', 'Black', 'White', 'White', 'White', 'White', 'White', 'White', '?', '?', 'Black', 'White', 'White', 'White', 'White', 'White', 'White', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",-22,Corner Bot White,"[56, 66, 65, 64, 77, 88, 53, 35, 76, 75, 87, 67, 86, 85, 46, 63, 43, 42, 78, 68, 73, 72, 81, 57, 74, 71, 83, 62, 58, 48, 61, 82, 47, 84, 52, 37, 38, 51, 36, 34, 26, 28, 41, 33, 27, 25, 24, 31, 32, 22, 23, 13, 18, 21, 16, 17, 12, 14, 11, 15, None]"
0,18,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', 'Black', 'Black', 'White', 'White', 'White', 'White', 'White', '?', '?', 'Black', 'Black', 'Black', 'Black', 'White', 'White', 'White', 'White', '?', '?', 'Black', 'White', 'Black', 'Black', 'Black', 'White', 'White', 'White', '?', '?', 'Black', 'White', 'Black', 'Black', 'Black', 'White', 'White', 'White', '?', '?', 'Black', 'White', 'Black', 'White', 'Black', 'White', 'White', 'White', '?', '?', 'Black', 'Black', 'White', 'White', 'White', 'White', 'White', 'White', '?', '?', 'Black', 'White', 'White', 'White', 'White', 'White', 'White', 'White', '?', '?', 'Black', 'Black', 'White', 'White', 'White', 'White', 'White', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",-18,Corner Bot White,"[56, 66, 65, 64, 77, 88, 53, 35, 76, 75, 87, 67, 86, 85, 46, 63, 43, 42, 78, 68, 73, 72, 81, 57, 47, 62, 74, 71, 84, 83, 82, 38, 61, 52, 41, 34, 58, 48, 36, 37, 51, 31, 33, 23, 32, 22, 28, 18, 27, 26, 25, 24, 16, 14, 17, 15, 21, None, 11, 12, 13, None]"
0,19,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'White', 'White', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', '?', '?', 'White', 'Black', 'Black', 'Black', 'Black', 'White', 'White', 'White', '?', '?', 'Black', 'Black', 'Black', 'White', 'White', 'Black', 'White', 'White', '?', '?', 'Black', 'Black', 'Black', 'Black', 'White', 'White', 'Black', 'White', '?', '?', 'Black', 'Black', 'Black', 'White', 'White', 'White', 'White', 'White', '?', '?', 'Black', 'Black', 'Black', 'Black', 'White', 'White', 'White', 'White', '?', '?', 'Black', 'Black', 'Black', 'Black', 'White', 'White', 'White', 'White', '?', '?', 'Black', 'Black', 'Black', 'White', 'White', 'White', 'White', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",2,Controller Black,"[56, 66, 65, 64, 77, 88, 53, 35, 76, 75, 87, 67, 86, 85, 46, 63, 43, 42, 78, 68, 73, 72, 81, 57, 47, 52, 74, 84, 62, 82, 83, 48, 71, 61, 51, 41, 58, None, 37, 27, 36, 34, 38, 28, 33, 32, 22, 11, 31, 21, 26, 24, 25, 23, 18, 17, 16, 15, 14, 12, 13, None]"
0,20,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'White', 'White', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', '?', '?', 'Black', 'White', 'White', 'White', 'White', 'Black', 'Black', 'Black', '?', '?', 'Black', 'White', 'Black', 'White', 'White', 'White', 'White', 'Black', '?', '?', 'Black', 'White', 'Black', 'Black', 'White', 'White', 'White', 'White', '?', '?', 'Black', 'Black', 'White', 'Black', 'White', 'White', 'White', 'White', '?', '?', 'Black', 'Black', 'Black', 'White', 'Black', 'White', 'White', 'White', '?', '?', 'Black', 'Black', 'Black', 'Black', 'White', 'White', 'White', 'White', '?', '?', 'Black', 'Black', 'Black', 'Black', 'White', 'White', 'White', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",-2,Corner Bot White,"[56, 66, 65, 64, 77, 88, 53, 35, 76, 75, 87, 67, 86, 85, 46, 63, 43, 42, 78, 68, 73, 72, 81, 57, 37, 47, 58, 83, 84, 71, 74, 28, 62, 61, 82, 48, 52, 51, 38, 36, 27, 25, 41, 34, 26, 33, 18, 32, 22, 16, 23, 17, 24, 31, 15, 14, 21, 11, 13, 12, None]"
0,21,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', '?', '?', 'Black', 'Black', 'White', 'Black', 'White', 'White', 'Black', 'White', '?', '?', 'Black', 'White', 'Black', 'Black', 'White', 'Black', 'White', 'White', '?', '?', 'Black', 'Black', 'Black', 'Black', 'White', 'Black', 'White', 'White', '?', '?', 'Black', 'Black', 'White', 'Black', 'Black', 'White', 'White', 'White', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', 'White', 'White', 'White', '?', '?', 'Black', 'Black', 'Black', 'Black', 'White', 'White', 'White', 'White', '?', '?', 'Black', 'Black', 'Black', 'White', 'White', 'White', 'White', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",10,Controller Black,"[56, 66, 65, 64, 77, 88, 53, 35, 76, 75, 87, 67, 86, 85, 46, 63, 43, 42, 78, 68, 73, 72, 81, 57, 74, 82, 83, 84, 58, 71, 62, 61, 52, 36, 51, 48, 34, 47, 41, 33, 26, 25, 38, 31, 37, 28, 24, 32, 27, 17, 22, 14, 23, 21, 13, 12, 16, 15, 18, None, 11, None]"
0,22,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', 'Black', 'White', 'White', 'White', 'White', 'White', 'White', '?', '?', 'Black', 'Black', 'Black', 'White', 'Black', 'White', 'White', 'White', '?', '?', 'Black', 'Black', 'Black', 'Black', 'White', 'Black', 'White', 'White', '?', '?', 'Black', 'Black', 'Black', 'White', 'White', 'Black', 'White', 'White', '?', '?', 'Black', 'Black', 'Black', 'White', 'White', 'Black', 'White', 'White', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', 'White', 'White', 'White', '?', '?', 'Black', 'Black', 'Black', 'White', 'White', 'White', 'White', 'White', '?', '?', 'Black', 'Black', 'Black', 'White', 'White', 'White', 'White', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",-4,Corner Bot White,"[56, 66, 65, 64, 77, 88, 53, 35, 76, 75, 87, 67, 86, 85, 46, 63, 43, 42, 78, 68, 73, 72, 81, 57, 74, 82, 58, 71, 61, 52, 62, 48, 83, 84, 51, 47, 38, 41, 32, 37, 31, 36, 28, 26, 34, 33, 24, 27, 25, 22, 12, 21, 11, 18, 23, 17, 16, 15, 14, 13, None]"
0,23,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'White', 'Black', 'Black', 'White', 'White', 'White', 'White', 'White', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', '?', '?', 'Black', 'Black', 'White', 'White', 'Black', 'White', 'White', 'White', '?', '?', 'Black', 'Black', 'White', 'White', 'White', 'White', 'White', 'White', '?', '?', 'Black', 'White', 'Black', 'White', 'White', 'White', 'White', 'White', '?', '?', 'Black', 'Black', 'White', 'White', 'White', 'White', 'White', 'White', '?', '?', 'Black', 'White', 'White', 'White', 'White', 'White', 'White', 'White', '?', '?', 'Black', 'White', 'White', 'White', 'White', 'White', 'White', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",-22,Corner Bot White,"[56, 66, 65, 64, 77, 88, 53, 35, 76, 75, 87, 67, 86, 85, 46, 63, 43, 42, 78, 68, 73, 72, 81, 57, 47, 62, 34, 84, 83, 82, 74, 38, 71, 61, 58, 37, 51, 48, 36, 52, 41, 26, 25, 33, 27, 18, 24, 32, 23, 31, 21, 22, 17, 16, 15, 14, 13, 11, 12, None, 28, None]"
